site_name,address,city,state,programs,has_ot,has_pt,has_pa,latitude,longitude,geo_key
University of Maryland Baltimore Washington Medical Center,"301 Hospital Drive, Glen Burnie, MD",Glen Burnie,MD,PT,False,True,False,39.1376189,-76.62316059999999,"301 HOSPITAL DRIVE, GLEN BURNIE, MD"
University of Maryland Medical System,"250 W Pratt St, Baltimore, MD",Baltimore,MD,OT,True,False,False,39.2867531,-76.6187266,"250 W PRATT ST, BALTIMORE, MD"
University of Rochester Medical Center,"601 Elmwood Ave, Rochester, NY",Rochester,NY,OT,True,False,False,43.1243425,-77.6237015,"601 ELMWOOD AVE, ROCHESTER, NY"
University of Rochester-Strong Memorial Hospital,"601 Elmwood Avenue, Rochester, NY",Rochester,NY,PT,False,True,False,43.1243425,-77.6237015,"601 ELMWOOD AVENUE, ROCHESTER, NY"
University of Vermont Medical Center,"111 Colchester Ave, Burlington, VT",Burlington,VT,OT,True,False,False,44.4797076,-73.1957504,"111 COLCHESTER AVE, BURLINGTON, VT"
UPMC,"200 Lothrop Street, Pittburgh, PA",Pittburgh,PA,PT,False,True,False,40.4660474,-79.95826480000001,"200 LOTHROP STREET, PITTBURGH, PA"
UPMC Western Maryland,"12500 Willowbrook Rd, Cumberland, MD",Cumberland,MD,OT,True,False,False,39.6486925,-78.7343643,"12500 WILLOWBROOK RD, CUMBERLAND, MD"
Upper Darby School District,"4611 Bond Ave, Drexel Hill, PA",Drexel Hill,PA,OT,True,False,False,39.9529447,-75.316073,"4611 BOND AVE, DREXEL HILL, PA"
Upper East Side Rehabilitation and Nursing Center,"211 E 79th St, New York, NY",New York,NY,OT,True,False,False,40.7743555,-73.95641789999999,"211 E 79TH ST, NEW YORK, NY"
Upstate Cerebral Palsy,"258 Genesee Street, Utica, NY",Utica,NY,PT,False,True,False,43.09979610000001,-75.2352811,"258 GENESEE STREET, UTICA, NY"
Upstate Medical Center,"750 East Adams St., Syracuse, NY",Syracuse,NY,OT,True,False,False,43.0419081,-76.1402914,"750 EAST ADAMS ST., SYRACUSE, NY"
Upstream Rehabiliation,"Mt Hood Ave, Woodburn, OR",Woodburn,OR,OT,True,False,False,45.1514841,-122.8380711,"MT HOOD AVE, WOODBURN, OR"
Upstream Rehabilitation,"1200 Corporate Dr, Suite 400, Birmingham, AL",Birmingham,AL,"OT, PT",True,True,False,33.41546880000001,-86.68102069999999,"1200 CORPORATE DR, SUITE 400, BIRMINGHAM, AL"
UR Medicine - F.F Thompson Hospital,"350 Parrish Street, Canandaigua, NY",Canandaigua,NY,PA,False,False,True,42.8761043,-77.2898992,"350 PARRISH STREET, CANANDAIGUA, NY"
UR Medicine-Strong Memorial Hospital,"601 Elmwood Ave, Rochester, NY",Rochester,NY,PA,False,False,True,43.1243425,-77.6237015,"601 ELMWOOD AVE, ROCHESTER, NY"
URMC,"601 Elmwood Avenue, Rochester, NY",Rochester,NY,PT,False,True,False,43.1243425,-77.6237015,"601 ELMWOOD AVENUE, ROCHESTER, NY"
"USAFA United States Air Force Academy, 10th Medical Group, Cadet Physical Therapy","10th Medical Operations Squadron/SGOY Dept. of PT 4102 Pinion Dr., USAF Academy, CO",USAF Academy,CO,PT,False,True,False,38.9916637,-104.8846596,"10TH MEDICAL OPERATIONS SQUADRON/SGOY DEPT. OF PT 4102 PINION DR., USAF ACADEMY, CO"
UVM - Alice Hyde Medical Center,"133 Park Street, Malone, NY",Malone,NY,PA,False,False,True,44.8570668,-74.2916996,"133 PARK STREET, MALONE, NY"
UVM - Burlington,"111 Colchester Ave, Burlington, VT",Burlington,VT,PA,False,False,True,44.4797076,-73.1957504,"111 COLCHESTER AVE, BURLINGTON, VT"
UVM - Central Vermont Medical Center,"130 Fisher Rd, Berlin, VT",Berlin,VT,PA,False,False,True,44.22023739999999,-72.56087029999999,"130 FISHER RD, BERLIN, VT"
UVM - Champlain Valley Physicians Hospital,"75 Beekman Street, Plattsburgh, NY",Plattsburgh,NY,PA,False,False,True,44.7009651,-73.4693329,"75 BEEKMAN STREET, PLATTSBURGH, NY"
UVM - Porter,"15 Porter Dr., Middlebury, VT",Middlebury,VT,PA,False,False,True,43.9995649,-73.17011149999999,"15 PORTER DR., MIDDLEBURY, VT"
UVM Health Network -CVPH Rehabilitation,"295 New York Road, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.6667233,-73.4562242,"295 NEW YORK ROAD, PLATTSBURGH, NY"
UVM University of Vermont Medical Center,"111 Colchester Avenue, Not Entered, Burlington, VT",Burlington,VT,PT,False,True,False,44.4797076,-73.1957504,"111 COLCHESTER AVENUE, NOT ENTERED, BURLINGTON, VT"
VA Central Western MA,"421 North Main Street, Northampton, MA",Northampton,MA,PT,False,True,False,42.3480504,-72.6852121,"421 NORTH MAIN STREET, NORTHAMPTON, MA"
VA Hudson Valley Health Care System,"Castle Point Campus Route 9D, Castle Point, NY",Castle Point,NY,PT,False,True,False,41.5462048,-73.95958279999999,"CASTLE POINT CAMPUS ROUTE 9D, CASTLE POINT, NY"
VA Pittsburgh,"University Dr. campus, 2nd Fl., Pittsburgh, PA",Pittsburgh,PA,PT,False,True,False,40.4386612,-79.99723519999999,"UNIVERSITY DR. CAMPUS, 2ND FL., PITTSBURGH, PA"
VA Stars and Stripes Healthcare Network The Corporal Michael J Crescenz Veterans Medical Center,"21 S University Ave, Philadelphia, PA",Philadelphia,PA,OT,True,False,False,39.9554092,-75.1978676,"21 S UNIVERSITY AVE, PHILADELPHIA, PA"
VA Syracuse Medical Center,"800 Irving Avenue, Syracuse, NY",Syracuse,NY,PT,False,True,False,43.0391215,-76.1389986,"800 IRVING AVENUE, SYRACUSE, NY"
Valley Hospital,"223 North Van Dien Avenue, Ridgewood, NJ",Ridgewood,NJ,OT,True,False,False,40.98350569999999,-74.1008715,"223 NORTH VAN DIEN AVENUE, RIDGEWOOD, NJ"
Vanderbilt,"324 Cool Springs Blvd., Franklin, TN",Franklin,TN,PT,False,True,False,35.9420482,-86.8287801,"324 COOL SPRINGS BLVD., FRANKLIN, TN"
Venice Regional Bayfront Health,"540 The Rialto, Venice, FL",Venice,FL,PT,False,True,False,27.0913129,-82.4446815,"540 THE RIALTO, VENICE, FL"
Vermont Sports Medicine Center,"5 Albert Cree Dr, Rutland, VT",Rutland,VT,PT,False,True,False,43.5996828,-72.9527493,"5 ALBERT CREE DR, RUTLAND, VT"
VIVERANT Physical Therapy-Milton (Anytime Fitness),"6568 Caroline Street, Milton, FL",Milton,FL,PT,False,True,False,30.62087,-87.04981819999999,"6568 CAROLINE STREET, MILTON, FL"
VNA & Hospice of the Southwest Region,"7 Albert Cree Drive, Rutland, VT",Rutland,VT,OT,True,False,False,43.5997974,-72.9515469,"7 ALBERT CREE DRIVE, RUTLAND, VT"
Voorhees Pediatric Facility,"1304 Laurel Oak Rd., Voorhees, NJ",Voorhees,NJ,"PA, PT, OT",True,True,True,39.8505869,-74.9694548,"1304 LAUREL OAK RD., VOORHEES, NJ"
WakeMed,"3000 New Bern Ave, Raleigh, NC",Raleigh,NC,PA,False,False,True,35.7844412,-78.58728719999999,"3000 NEW BERN AVE, RALEIGH, NC"
Walter Reed National Military Medical Center,"8901 Rockville Pike, Bethesda, MD",Bethesda,MD,PT,False,True,False,38.9999804,-77.0944071,"8901 ROCKVILLE PIKE, BETHESDA, MD"
War Memorial Hospital,"2472 Ashmun St., Sault Ste Marie, MI",Sault Ste Marie,MI,PT,False,True,False,46.4782383,-84.355837,"2472 ASHMUN ST., SAULT STE MARIE, MI"
Warner PT,"364 East Ave, Oswego, NY",Oswego,NY,PT,False,True,False,43.45139959999999,-76.4855495,"364 EAST AVE, OSWEGO, NY"
Washington Hospital Center,"110 Irving St NW, Rm C 2151, Washington, DC",Washington,DC,PT,False,True,False,38.9294434,-77.0147266,"110 IRVING ST NW, RM C 2151, WASHINGTON, DC"
Waterbury Hospital,"64 Robbins St., Waterbury, CT",Waterbury,CT,"PT, OT",True,True,False,41.5588465,-73.0594662,"64 ROBBINS ST., WATERBURY, CT"
Watertown Urgent Care,"457 Gaffney Dr., Watertown, NY",Watertown,NY,PA,False,False,True,43.9871057,-75.9399281,"457 GAFFNEY DR., WATERTOWN, NY"
Wayne County Nursing Home,"1529 Nye Road, Lyons, NY",Lyons,NY,OT,True,False,False,43.0643323,-77.0291445,"1529 NYE ROAD, LYONS, NY"
Westchester Square Physical Therapy,"1250 Waters Place, Suite 501, Bronx, NY",Bronx,NY,PT,False,True,False,40.8531975,-73.8386957,"1250 WATERS PLACE, SUITE 501, BRONX, NY"
Wheat Ridge Regional Center,"10285 Ridge Road, Wheat Ridge, CO",Wheat Ridge,CO,OT,True,False,False,39.7932615,-105.1133032,"10285 RIDGE ROAD, WHEAT RIDGE, CO"
Wilson PT,"400 3rd Ave West, Suite 100, Ashland, WI",Ashland,WI,PT,False,True,False,46.588913,-90.884124,"400 3RD AVE WEST, SUITE 100, ASHLAND, WI"
Windsor Physical Therapy,"88 Chapel Street, Suite 1, Windsor, NY",Windsor,NY,PT,False,True,False,42.07591590000001,-75.6409765,"88 CHAPEL STREET, SUITE 1, WINDSOR, NY"
"WNY Medical, PC","4979 Harlem Road, Amhurst, NY",Amhurst,NY,PA,False,False,True,42.9778521,-78.7832597,"4979 HARLEM ROAD, AMHURST, NY"
WNY Physical & Occupational Therapy Group-Weinberg Campus,"6301 Transit Road, Depew, NY",Depew,NY,"PT, OT",True,True,False,42.9268764,-78.6959798,"6301 TRANSIT ROAD, DEPEW, NY"
Womack Army Medical Center,"2817 Reilly Road, Ft Bragg, NC",Ft Bragg,NC,OT,True,False,False,35.1451423,-79.0037552,"2817 REILLY ROAD, FT BRAGG, NC"
Wright Physical Therapy,"1411 Falls Avenue East, Suite 401, Twin Falls, ID",Twin Falls,ID,PT,False,True,False,42.5786101,-114.4567799,"1411 FALLS AVENUE EAST, SUITE 401, TWIN FALLS, ID"
Wynn Hospital,"111 Hospital Dr., Utica, NY",Utica,NY,PA,False,False,True,43.1031402,-75.2353191,"111 HOSPITAL DR., UTICA, NY"
XCELL orthopedics & Physical Therapy Institute of Sports and Performance and Rehab LLC,"2001 South D. Street, McAllen, TX",McAllen,TX,PT,False,True,False,26.1833332,-98.2171113,"2001 SOUTH D. STREET, MCALLEN, TX"
Yale University,"20 York St, New Haven, CT",New Haven,CT,PA,False,False,True,41.3042898,-72.9352337,"20 YORK ST, NEW HAVEN, CT"
"Young Adult Institute, Inc YAI","220 East 42nd St, New York, NY",New York,NY,OT,True,False,False,40.7496172,-73.97318,"220 EAST 42ND ST, NEW YORK, NY"
Youth Villages,"7426 Memphis Arlington Road, Memphis, TN",Memphis,TN,OT,True,False,False,35.2396933,-89.8134912,"7426 MEMPHIS ARLINGTON ROAD, MEMPHIS, TN"
